0.000000 0.000000
0.100000 0.000250
0.200000 0.001990
0.300000 0.006674
0.400000 0.015682
0.500000 0.030284
0.600000 0.051606
0.700000 0.080604
0.800000 0.118029
0.900000 0.164410
1.000000 0.220025
1.100000 0.284896
1.200000 0.358768
1.300000 0.441110
1.400000 0.531109
1.500000 0.627679
1.600000 0.729467
1.700000 0.834871
1.800000 0.942057
1.900000 1.048989
2.000000 1.153450
2.100000 1.253084
2.200000 1.345431
2.300000 1.427963
2.400000 1.498134
2.500000 1.553419
2.600000 1.591366
2.700000 1.609637
2.800000 1.606060
2.900000 1.578671
3.000000 1.525762
3.100000 1.445918
3.200000 1.338057
3.300000 1.201467
3.400000 1.035828
3.500000 0.841233
3.600000 0.618203
3.700000 0.367676
3.800000 0.090991
3.900000 -0.210168
4.000000 -0.533858
4.100000 -0.878031
4.200000 -1.240775
4.300000 -1.620690
4.400000 -2.017482
4.500000 -2.432850
4.600000 -2.871848
4.700000 -3.344925
4.800000 -3.870971
4.900000 -4.481826
5.000000 -5.228909
5.100000 -6.192888
5.200000 -7.497684
5.300000 -9.330614
5.400000 -11.971149
5.500000 -15.831709
5.600000 -21.515145
5.700000 -29.895218
5.800000 -42.228588
5.900000 -60.309718
6.000000 -86.683905
6.100000 -124.938622
6.200000 -180.099812
6.300000 -259.168148
6.400000 -371.841021
6.500000 -531.479885
6.600000 -756.400203
6.700000 -1071.583759
6.800000 -1510.941583
6.900000 -2120.291745
7.000000 -2961.261587
7.100000 -4116.380809
7.200000 -5695.702838
7.300000 -7845.380448
7.400000 -10758.731510
7.500000 -14690.466825
7.600000 -19974.919983
7.700000 -27049.325948
7.800000 -36483.448737
7.900000 -49017.169132
8.000000 -65608.022304
8.100000 -87491.136635
8.200000 -116254.585218
8.300000 -153933.840090
8.400000 -203129.839118
8.500000 -267156.163817
8.600000 -350222.014997
8.700000 -457659.099458
8.800000 -596202.248720
8.900000 -774335.631179
9.000000 -1002718.851774
9.100000 -1294710.127774
9.200000 -1667007.166442
9.300000 -2140430.443852
9.400000 -2740878.402694
9.500000 -3500489.776097
9.600000 -4459054.949448
9.700000 -5665726.160134
9.800000 -7181085.598624
9.900000 -9079641.334675
10.000000 -11452833.703638
